Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
2023-03-21,Misc,3.45E+11,2023-03-21,0,40,110.26
2023-03-22,Misc,3.45E+11,2023-03-22,2,0,108.26
2023-03-22,Food,3.45E+11,2023-03-22,42,0,66.26
2023-03-24,Salary,CHAST23081324539,2023-03-24,0,34800,34866.26
2023-03-24,Misc,3.45E+11,2023-03-24,11000,0,23866.26
2023-03-24,Misc,3.45E+11,2023-03-24,1926.72,0,21939.54
2023-03-24,Shopping,3.08E+11,2023-03-24,670,0,21269.54
2023-03-24,Misc,3.45E+11,2023-03-24,1479,0,19790.54
2023-03-24,Food,3.08E+11,2023-03-24,81,0,19709.54
2023-03-24,Food,3.45E+11,2023-03-24,48,0,19661.54
2023-03-24,Food,3.45E+11,2023-03-24,72,0,19589.54
2023-03-24,Food,3.08E+11,2023-03-24,42,0,19547.54
2023-03-24,Misc,3.08E+11,2023-03-24,5000,0,14547.54
2023-03-24,Misc,3.08E+11,2023-03-24,660,0,13887.54
2023-03-24,Food,3.45E+11,2023-03-24,66,0,13821.54
2023-03-24,Food,3.45E+11,2023-03-24,30,0,13791.54
2023-03-24,Food,3.45E+11,2023-03-24,100,0,13691.54
2023-03-24,Misc,3.08E+11,2023-03-24,1500,0,12191.54
2023-03-24,Food,3.08E+11,2023-03-24,10,0,12181.54
2023-03-25,Food,3.08E+11,2023-03-25,76,0,12105.54
2023-03-25,Food,3.45E+11,2023-03-25,22,0,12083.54
2023-03-25,Food,3.45E+11,2023-03-25,87,0,11996.54
2023-03-25,Misc,3.08E+11,2023-03-25,470,0,11526.54
2023-03-25,Misc,3.08E+11,2023-03-26,2826,0,8700.54
2023-03-26,Food,3.09E+11,2023-03-26,32,0,8668.54
2023-03-26,Food,3.09E+11,2023-03-26,72,0,8596.54
2023-03-26,Food,3.45E+11,2023-03-26,10,0,8586.54
2023-03-26,Misc,3.45E+11,2023-03-26,0,421,9007.54
2023-03-26,Misc,3.09E+11,2023-03-26,150,0,8857.54
2023-03-26,Food,3.09E+11,2023-03-26,80,0,8777.54
2023-03-26,Food,3.45E+11,2023-03-26,41,0,8736.54
2023-03-26,Misc,3.45E+11,2023-03-26,0,1000,9736.54
2023-03-26,Misc,3.09E+11,2023-03-26,0,802,10538.54
2023-03-26,Misc,3.09E+11,2023-03-26,0,927,11465.54
2023-03-26,Food,3.09E+11,2023-03-26,10,0,11455.54
2023-03-27,Shopping,3.45E+11,2023-03-27,254,0,11201.54
2023-03-27,Misc,3.45E+11,2023-03-27,0,5130,16331.54
2023-03-27,Food,3.45E+11,2023-03-27,40,0,16291.54
2023-03-28,Misc,3.45E+11,2023-03-28,210.9,0,16080.64
2023-03-28,Misc,3.45E+11,2023-03-28,144,0,15936.64
2023-03-28,Misc,3.09E+11,2023-03-28,1000,0,14936.64
2023-03-28,Food,3.45E+11,2023-03-28,52,0,14884.64
2023-03-28,Food,3.45E+11,2023-03-28,30,0,14854.64
2023-03-28,Food,3.45E+11,2023-03-28,42,0,14812.64
2023-03-29,Food,3.45E+11,2023-03-29,22,0,14790.64
2023-03-29,Food,3.45E+11,2023-03-29,32,0,14758.64
2023-03-29,Misc,3.45E+11,2023-03-29,353,0,14405.64
2023-03-29,Food,3.45E+11,2023-03-29,42,0,14363.64
2023-03-29,Food,3.09E+11,2023-03-29,15.35,0,14348.29
2023-03-29,Misc,3.09E+11,2023-03-29,220,0,14128.29
2023-03-29,Food,3.45E+11,2023-03-29,20,0,14108.29
2023-03-30,Food,3.46E+11,2023-03-30,90,0,14018.29
2023-03-30,Misc,3.46E+11,2023-03-30,150,0,13868.29
2023-03-30,Food,3.46E+11,2023-03-30,42,0,13826.29
2023-03-30,Food,3.46E+11,2023-03-30,15.35,0,13810.94
2023-03-30,Misc,3.46E+11,2023-03-30,354,0,13456.94
2023-03-30,Food,3.46E+11,2023-03-30,55,0,13401.94
2023-03-30,Food,3.09E+11,2023-03-30,75,0,13326.94
2023-03-30,Food,3.09E+11,2023-03-30,50,0,13276.94
2023-03-31,Food,3.46E+11,2023-03-31,47,0,13229.94
2023-03-31,Food,3.46E+11,2023-03-31,40,0,13189.94
2023-03-31,Misc,3.46E+11,2023-03-31,115,0,13074.94
2023-03-31,Food,3.46E+11,2023-03-31,22,0,13052.94
2023-04-01,Rent,3.09E+11,2023-04-01,6356,0,6696.94
2023-04-01,Misc,0,2023-03-31,0,32,6728.94
2023-04-01,Food,3.09E+11,2023-04-01,42,0,6686.94
2023-04-01,Food,3.09E+11,2023-04-01,267.15,0,6419.79
2023-04-01,Misc,3.09E+11,2023-04-01,550,0,5869.79
2023-04-01,Food,3.46E+11,2023-04-01,42,0,5827.79
2023-04-02,Food,3.46E+11,2023-04-02,32,0,5795.79
2023-04-02,Misc,3.09E+11,2023-04-02,150,0,5645.79
2023-04-02,Misc,3.46E+11,2023-04-02,1200,0,4445.79
2023-04-03,Misc,3.46E+11,2023-04-03,0,1200,5645.79
2023-04-03,Food,3.46E+11,2023-04-03,82,0,5563.79
2023-04-03,Food,3.09E+11,2023-04-03,85,0,5478.79
2023-04-03,Misc,3.09E+11,2023-04-03,295,0,5183.79
2023-04-03,Food,3.09E+11,2023-04-03,20,0,5163.79
2023-04-03,Food,3.46E+11,2023-04-03,10,0,5153.79
2023-04-04,Misc,3.46E+11,2023-04-04,150,0,5003.79
2023-04-04,Food,3.46E+11,2023-04-04,52,0,4951.79
2023-04-04,Misc,3.09E+11,2023-04-04,1000,0,3951.79
2023-04-04,Misc,3.46E+11,2023-04-04,144,0,3807.79
2023-04-04,Food,3.09E+11,2023-04-04,65,0,3742.79
2023-04-04,Shopping,3.46E+11,2023-04-04,54,0,3688.79
2023-04-05,Shopping,3.1E+11,2023-04-05,0,54,3742.79
2023-04-05,Misc,3.1E+11,2023-04-05,2000,0,1742.79
2023-04-05,Food,3.1E+11,2023-04-05,42,0,1700.79
2023-04-05,Misc,3.1E+11,2023-04-05,300,0,1400.79
2023-04-05,Food,3.1E+11,2023-04-05,90,0,1310.79
2023-04-06,Food,3.1E+11,2023-04-06,30,0,1280.79
2023-04-06,Food,3.1E+11,2023-04-06,20,0,1260.79
2023-04-06,Misc,3.46E+11,2023-04-06,250,0,1010.79
2023-04-06,Misc,3.1E+11,2023-04-06,120,0,890.79
2023-04-06,Food,3.1E+11,2023-04-06,20,0,870.79
2023-04-07,Food,3.1E+11,2023-04-07,55,0,815.79
2023-04-07,Food,3.1E+11,2023-04-07,10,0,805.79
2023-04-07,Food,3.1E+11,2023-04-07,50,0,755.79
2023-04-07,Food,3.46E+11,2023-04-07,32,0,723.79
2023-04-07,Food,3.1E+11,2023-04-07,65,0,658.79
2023-04-07,Food,3.1E+11,2023-04-07,20,0,638.79
2023-04-07,Misc,3.46E+11,2023-04-07,220,0,418.79
2023-04-07,Food,3.46E+11,2023-04-07,51,0,367.79
2023-04-08,Food,3.46E+11,2023-04-08,50,0,317.79
2023-04-08,Misc,3.1E+11,2023-04-08,0,1000,1317.79
2023-04-08,Food,3.46E+11,2023-04-08,70,0,1247.79
2023-04-08,Food,3.1E+11,2023-04-08,208.28,0,1039.51
2023-04-09,Misc,3.47E+11,2023-04-09,310,0,729.51
2023-04-09,Food,3.47E+11,2023-04-09,76,0,653.51
2023-04-09,Food,3.47E+11,2023-04-09,100,0,553.51
2023-04-09,Food,3.47E+11,2023-04-09,20,0,533.51
2023-04-10,Misc,3.47E+11,2023-04-10,138,0,395.51
2023-04-10,Misc,3.1E+11,2023-04-10,0,4000,4395.51
2023-04-10,Misc,3.1E+11,2023-04-10,3000,0,1395.51
2023-04-10,Misc,3.47E+11,2023-04-10,140,0,1255.51
2023-04-10,Food,3.47E+11,2023-04-10,20,0,1235.51
2023-04-11,Food,3.1E+11,2023-04-11,40,0,1195.51
2023-04-11,Food,3.47E+11,2023-04-11,65,0,1130.51
2023-04-11,Misc,3.47E+11,2023-04-11,140,0,990.51
2023-04-12,Food,3.47E+11,2023-04-12,20,0,970.51
2023-04-12,Food,3.47E+11,2023-04-12,46,0,924.51
2023-04-12,Misc,3.1E+11,2023-04-12,0,1000,1924.51
2023-04-12,Misc,3.1E+11,2023-04-12,0,300,2224.51
2023-04-12,Misc,3.47E+11,2023-04-12,185,0,2039.51
2023-04-12,Food,3.47E+11,2023-04-12,80,0,1959.51
2023-04-13,Food,3.47E+11,2023-04-13,72,0,1887.51
2023-04-13,Food,3.1E+11,2023-04-13,50,0,1837.51
2023-04-13,Food,3.1E+11,2023-04-13,25,0,1812.51
2023-04-13,Food,3.1E+11,2023-04-13,56,0,1756.51
2023-04-13,Food,3.47E+11,2023-04-13,220.68,0,1535.83
2023-04-13,Food,3.47E+11,2023-04-13,86,0,1449.83
2023-04-14,Food,3.47E+11,2023-04-14,65,0,1384.83
2023-04-14,Food,3.1E+11,2023-04-14,66,0,1318.83
2023-04-14,Food,3.47E+11,2023-04-14,100,0,1218.83
2023-04-14,Misc,3.47E+11,2023-04-14,160,0,1058.83
2023-04-14,Food,3.47E+11,2023-04-14,70,0,988.83
2023-04-15,Food,3.11E+11,2023-04-15,30,0,958.83
2023-04-15,Food,3.11E+11,2023-04-15,100,0,858.83
2023-04-15,Food,3.47E+11,2023-04-15,272.26,0,586.57
2023-04-15,Misc,3.47E+11,2023-04-15,110,0,476.57
2023-04-15,Food,3.47E+11,2023-04-15,75,0,401.57
2023-04-15,Food,3.47E+11,2023-04-15,40,0,361.57
2023-04-16,Misc,3.11E+11,2023-04-16,9,0,352.57
2023-04-16,Misc,3.47E+11,2023-04-16,0,500,852.57
2023-04-16,Misc,3.47E+11,2023-04-16,120,0,732.57
2023-04-16,Food,3.47E+11,2023-04-16,50,0,682.57
2023-04-16,Shopping,3.47E+11,2023-04-16,189,0,493.57
2023-04-16,Food,3.47E+11,2023-04-16,30,0,463.57
2023-04-16,Food,3.47E+11,2023-04-16,65,0,398.57
2023-04-16,Food,3.47E+11,2023-04-16,10,0,388.57
2023-04-16,Food,3.11E+11,2023-04-16,30,0,358.57
2023-04-16,Food,3.47E+11,2023-04-16,80,0,278.57
2023-04-16,Food,3.47E+11,2023-04-16,45,0,233.57
2023-04-17,Food,3.47E+11,2023-04-17,65,0,168.57
2023-04-17,Food,3.11E+11,2023-04-17,50,0,118.57
2023-04-17,Food,3.11E+11,2023-04-17,15.3,0,103.27
2023-04-17,Food,3.47E+11,2023-04-17,30,0,73.27
2023-04-18,Food,3.47E+11,2023-04-18,20,0,53.27
2023-04-19,Food,3.11E+11,2023-04-19,40,0,13.27
2023-04-19,Misc,3.48E+11,2023-04-19,0,35,48.27
2023-04-20,Misc,3.11E+11,2023-04-20,0,1180,1228.27
2023-04-20,Food,3.11E+11,2023-04-20,41,0,1187.27
2023-04-20,Food,3.11E+11,2023-04-20,20,0,1167.27
2023-04-20,Food,3.48E+11,2023-04-20,41,0,1126.27
2023-04-20,Food,3.48E+11,2023-04-20,90,0,1036.27
2023-04-20,Food,3.48E+11,2023-04-20,75,0,961.27
2023-04-21,Food,3.11E+11,2023-04-21,60,0,901.27
2023-04-21,Food,3.48E+11,2023-04-21,90,0,811.27
2023-04-21,Misc,3.48E+11,2023-04-21,130,0,681.27
2023-04-21,Food,3.48E+11,2023-04-21,231.4,0,449.87
2023-04-22,Food,3.11E+11,2023-04-22,40,0,409.87
2023-04-22,Misc,3.48E+11,2023-04-22,120,0,289.87
2023-04-22,Food,3.48E+11,2023-04-22,50,0,239.87
2023-04-22,Food,3.11E+11,2023-04-22,25,0,214.87
2023-04-22,Food,3.11E+11,2023-04-22,20,0,194.87
2023-04-22,Food,3.48E+11,2023-04-22,50,0,144.87
2023-04-22,Food,3.48E+11,2023-04-22,90,0,54.87
2023-04-22,Food,3.48E+11,2023-04-22,35,0,19.87
2023-04-22,Food,3.48E+11,2023-04-22,10,0,9.87
2023-04-23,Misc,3.11E+11,2023-04-23,0,1745,1754.87
2023-04-23,Misc,3.48E+11,2023-04-23,730,0,1024.87
2023-04-23,Food,3.48E+11,2023-04-23,20,0,1004.87
2023-04-23,Food,3.48E+11,2023-04-23,65,0,939.87
2023-04-24,Food,3.11E+11,2023-04-24,40,0,899.87
2023-04-24,Food,3.11E+11,2023-04-24,20,0,879.87
2023-04-24,Food,3.48E+11,2023-04-24,20,0,859.87
2023-04-24,Food,3.48E+11,2023-04-24,78,0,781.87
2023-04-24,Misc,3.11E+11,2023-04-24,0,539,1320.87
2023-04-24,Food,3.48E+11,2023-04-24,40,0,1280.87
2023-04-24,Food,3.48E+11,2023-04-24,85,0,1195.87
2023-04-24,Food,3.11E+11,2023-04-24,15.3,0,1180.57
2023-04-24,Food,3.48E+11,2023-04-24,30,0,1150.57
2023-04-24,Food,3.48E+11,2023-04-24,342.4,0,808.17
2023-04-24,Food,3.48E+11,2023-04-24,0,292.4,1100.57
2023-04-24,Food,3.48E+11,2023-04-24,205.45,0,895.12
2023-04-25,Food,3.12E+11,2023-04-25,29.3,0,865.82
2023-04-25,Salary,CHAST23111858452,2023-04-25,0,34800,35665.82
2023-04-25,Misc,3.12E+11,2023-04-25,10000,0,25665.82
2023-04-25,Misc,3.12E+11,2023-04-25,999,0,24666.82
2023-04-25,Misc,3.48E+11,2023-04-25,110,0,24556.82
2023-04-25,Food,3.48E+11,2023-04-25,50,0,24506.82
2023-04-25,Misc,3.12E+11,2023-04-25,1,0,24505.82
2023-04-25,Misc,3.12E+11,2023-04-25,4999,0,19506.82
2023-04-25,Misc,3.48E+11,2023-04-25,275,0,19231.82
2023-04-25,Misc,3.12E+11,2023-04-25,0,141,19372.82
2023-04-25,Food,3.48E+11,2023-04-25,92,0,19280.82
2023-04-25,Food,3.48E+11,2023-04-25,28,0,19252.82
2023-04-26,Shopping,3.12E+11,2023-04-26,399,0,18853.82
2023-04-26,Food,3.48E+11,2023-04-26,95,0,18758.82
2023-04-26,Shopping,3.48E+11,2023-04-26,539,0,18219.82
2023-04-26,Food,3.12E+11,2023-04-26,85,0,18134.82
2023-04-26,Misc,3.48E+11,2023-04-26,0,1000,19134.82
2023-04-26,Misc,3.48E+11,2023-04-26,120,0,19014.82
2023-04-26,Food,3.48E+11,2023-04-26,30,0,18984.82
2023-04-27,Food,3.12E+11,2023-04-27,30,0,18954.82
2023-04-27,Shopping,3.12E+11,2023-04-27,400,0,18554.82
2023-04-27,Misc,3.12E+11,2023-04-27,190,0,18364.82
2023-04-27,Shopping,3.12E+11,2023-04-27,0,400,18764.82
2023-04-27,Misc,3.12E+11,2023-04-27,2023,0,16741.82
2023-04-27,Food,3.12E+11,2023-04-27,15,0,16726.82
2023-04-27,Food,3.12E+11,2023-04-27,287.95,0,16438.87
2023-04-27,Shopping,3.48E+11,2023-04-27,700,0,15738.87
2023-04-27,Food,3.48E+11,2023-04-27,20,0,15718.87
2023-04-27,Food,3.12E+11,2023-04-27,100,0,15618.87
2023-04-27,Food,3.48E+11,2023-04-27,100,0,15518.87
2023-04-27,Food,3.48E+11,2023-04-27,28,0,15490.87
2023-04-28,Food,3.12E+11,2023-04-28,10,0,15480.87
2023-04-28,Food,3.12E+11,2023-04-28,70,0,15410.87
2023-04-28,Food,3.12E+11,2023-04-28,10,0,15400.87
2023-04-28,Misc,3.48E+11,2023-04-28,180,0,15220.87
2023-04-28,Misc,3.48E+11,2023-04-28,0,120,15340.87
2023-04-28,Food,3.48E+11,2023-04-28,30,0,15310.87
2023-04-28,Food,3.48E+11,2023-04-28,75,0,15235.87
2023-04-28,Food,3.48E+11,2023-04-28,42,0,15193.87
2023-04-28,Misc,3.48E+11,2023-04-28,180,0,15013.87
2023-04-28,Misc,3.12E+11,2023-04-28,0,90,15103.87
2023-04-28,Food,3.48E+11,2023-04-28,35,0,15068.87
2023-04-28,Food,3.48E+11,2023-04-28,30,0,15038.87
2023-04-29,Misc,3.49E+11,2023-04-29,220,0,14818.87
2023-04-29,Food,3.49E+11,2023-04-29,40,0,14778.87
2023-04-29,Food,3.12E+11,2023-04-29,75,0,14703.87
2023-04-29,Misc,3.49E+11,2023-04-29,280,0,14423.87
2023-04-29,Misc,3.49E+11,2023-04-29,120,0,14303.87
2023-04-29,Food,3.49E+11,2023-04-29,60,0,14243.87
2023-04-29,Food,3.49E+11,2023-04-29,40,0,14203.87
2023-04-30,Food,3.12E+11,2023-04-30,64,0,14139.87
2023-04-30,Food,3.12E+11,2023-04-30,80,0,14059.87
2023-04-30,Shopping,3.49E+11,2023-04-30,1044,0,13015.87
2023-04-30,Food,3.49E+11,2023-04-30,300.35,0,12715.52
2023-04-30,Food,3.49E+11,2023-04-30,85,0,12630.52
2023-04-30,Misc,3.49E+11,2023-05-01,152,0,12478.52
2023-04-30,Food,3.49E+11,2023-05-01,50,0,12428.52
2023-05-01,Rent,3.12E+11,2023-05-01,6463,0,5965.52
2023-05-01,Food,3.12E+11,2023-05-01,65,0,5900.52
2023-05-01,Misc,3.12E+11,2023-05-01,0,350,6250.52
2023-05-01,Misc,3.12E+11,2023-05-01,240,0,6010.52
2023-05-01,Misc,3.12E+11,2023-05-01,0,120,6130.52
2023-05-01,Food,3.12E+11,2023-05-01,35,0,6095.52
2023-05-01,Food,3.49E+11,2023-05-01,30,0,6065.52
2023-05-01,Food,3.49E+11,2023-05-01,30,0,6035.52
2023-05-01,Food,3.49E+11,2023-05-01,80,0,5955.52
2023-05-02,Food,3.49E+11,2023-05-02,260.35,0,5695.17
2023-05-02,Food,3.49E+11,2023-05-02,50,0,5645.17
2023-05-02,Food,3.12E+11,2023-05-02,10,0,5635.17
2023-05-02,Misc,3.49E+11,2023-05-02,150,0,5485.17
2023-05-02,Misc,3.49E+11,2023-05-02,0,75,5560.17
2023-05-02,Food,3.49E+11,2023-05-02,45,0,5515.17
2023-05-02,Food,3.49E+11,2023-05-02,30,0,5485.17
2023-05-02,Misc,3.49E+11,2023-05-03,1391.16,0,4094.01
2023-05-03,Food,3.49E+11,2023-05-03,69,0,4025.01
2023-05-03,Food,3.49E+11,2023-05-03,40,0,3985.01
2023-05-03,Food,3.49E+11,2023-05-03,85,0,3900.01
2023-05-03,Misc,3.49E+11,2023-05-03,180,0,3720.01
2023-05-03,Food,3.49E+11,2023-05-03,20,0,3700.01
2023-05-04,Food,3.49E+11,2023-05-04,26,0,3674.01
2023-05-04,Food,3.12E+11,2023-05-04,10,0,3664.01
2023-05-04,Food,3.49E+11,2023-05-04,30,0,3634.01
2023-05-04,Food,3.12E+11,2023-05-04,10,0,3624.01
2023-05-04,Food,3.12E+11,2023-05-04,396.9,0,3227.11
2023-05-04,Food,3.49E+11,2023-05-04,20,0,3207.11
2023-05-04,Food,3.12E+11,2023-05-04,64,0,3143.11
2023-05-05,Misc,3.49E+11,2023-05-05,0,95,3238.11
2023-05-05,Misc,3.49E+11,2023-05-05,175,0,3063.11
2023-05-05,Food,3.49E+11,2023-05-05,40,0,3023.11
2023-05-05,Food,3.13E+11,2023-05-05,76,0,2947.11
2023-05-05,Food,3.13E+11,2023-05-05,100,0,2847.11
2023-05-05,Misc,3.49E+11,2023-05-05,933,0,1914.11
2023-05-05,Food,3.49E+11,2023-05-05,40,0,1874.11
2023-05-06,Food,3.13E+11,2023-05-06,77,0,1797.11
2023-05-06,Food,3.13E+11,2023-05-06,44,0,1753.11
2023-05-06,Misc,3.13E+11,2023-05-06,150,0,1603.11
2023-05-06,Food,3.13E+11,2023-05-06,40,0,1563.11
2023-05-06,Misc,3.49E+11,2023-05-06,240,0,1323.11
2023-05-06,Food,3.49E+11,2023-05-06,30,0,1293.11
2023-05-06,Misc,3.49E+11,2023-05-06,113,0,1180.11
2023-05-07,Food,3.49E+11,2023-05-07,48,0,1132.11
2023-05-07,Misc,3.13E+11,2023-05-07,0,1132,2264.11
2023-05-07,Misc,3.49E+11,2023-05-07,0,136,2400.11
2023-05-07,Misc,3.49E+11,2023-05-07,0,636,3036.11
2023-05-07,Food,3.49E+11,2023-05-07,80,0,2956.11
2023-05-07,Food,3.49E+11,2023-05-07,10,0,2946.11
2023-05-07,Misc,3.49E+11,2023-05-07,0,936,3882.11
2023-05-07,Food,3.49E+11,2023-05-07,52,0,3830.11
2023-05-07,Food,3.49E+11,2023-05-07,20,0,3810.11
2023-05-07,Misc,3.49E+11,2023-05-07,0,681,4491.11
2023-05-08,Food,3.49E+11,2023-05-08,65,0,4426.11
2023-05-08,Food,3.49E+11,2023-05-08,40,0,4386.11
2023-05-08,Food,3.49E+11,2023-05-08,75,0,4311.11
2023-05-09,Food,3.13E+11,2023-05-09,40,0,4271.11
2023-05-09,Food,3.13E+11,2023-05-09,90,0,4181.11
2023-05-09,Food,3.13E+11,2023-05-09,10,0,4171.11
2023-05-09,Food,3.5E+11,2023-05-09,247.75,0,3923.36
2023-05-09,Food,3.5E+11,2023-05-09,100,0,3823.36
2023-05-09,Misc,3.13E+11,2023-05-09,0,10,3833.36
2023-05-09,Food,3.13E+11,2023-05-09,35,0,3798.36
2023-05-09,Misc,3.5E+11,2023-05-09,398,0,3400.36
2023-05-09,Misc,3.13E+11,2023-05-09,0,155,3555.36
2023-05-09,Food,3.5E+11,2023-05-09,60,0,3495.36
2023-05-10,Food,3.5E+11,2023-05-10,0,10,3505.36
2023-05-10,Misc,3.13E+11,2023-05-10,0,70,3575.36
2023-05-10,Misc,3.13E+11,2023-05-10,139,0,3436.36
2023-05-10,Misc,3.5E+11,2023-05-10,500,0,2936.36
2023-05-10,Misc,3.13E+11,2023-05-10,0,500,3436.36
2023-05-10,Food,3.5E+11,2023-05-10,40,0,3396.36
2023-05-10,Misc,3.5E+11,2023-05-10,284,0,3112.36
2023-05-11,Food,3.5E+11,2023-05-11,85,0,3027.36
2023-05-11,Food,3.5E+11,2023-05-11,50,0,2977.36
2023-05-11,Food,3.5E+11,2023-05-11,75,0,2902.36
2023-05-11,Misc,3.5E+11,2023-05-11,326,0,2576.36
2023-05-11,Food,3.5E+11,2023-05-11,36,0,2540.36
2023-05-12,Misc,3.5E+11,2023-05-12,0,95,2635.36
2023-05-12,Misc,3.5E+11,2023-05-12,380,0,2255.36
2023-05-12,Misc,3.5E+11,2023-05-12,0,190,2445.36
2023-05-12,Food,3.5E+11,2023-05-12,50,0,2395.36
2023-05-12,Food,3.5E+11,2023-05-12,41,0,2354.36
2023-05-12,Misc,3.13E+11,2023-05-12,1041,0,1313.36
2023-05-12,Food,3.13E+11,2023-05-12,41,0,1272.36
2023-05-12,Food,3.5E+11,2023-05-12,20,0,1252.36
2023-05-12,Food,3.5E+11,2023-05-12,30,0,1222.36
2023-05-12,Misc,3.5E+11,2023-05-12,385,0,837.36
2023-05-12,Misc,3.5E+11,2023-05-12,0,105,942.36
2023-05-13,Misc,3.13E+11,2023-05-13,0,130,1072.36
2023-05-13,Misc,3.5E+11,2023-05-13,125,0,947.36
2023-05-13,Food,3.5E+11,2023-05-13,40,0,907.36
2023-05-13,Misc,3.5E+11,2023-05-13,120,0,787.36
2023-05-14,Misc,3.5E+11,2023-05-14,121,0,666.36
2023-05-14,Food,3.13E+11,2023-05-14,40,0,626.36
2023-05-14,Food,3.5E+11,2023-05-14,60,0,566.36
2023-05-14,Misc,3.13E+11,2023-05-14,154.5,0,411.86
2023-05-14,Food,3.13E+11,2023-05-14,45,0,366.86
2023-05-14,Food,3.5E+11,2023-05-14,75,0,291.86
2023-05-14,Misc,3.13E+11,2023-05-14,0,60,351.86
2023-05-14,Misc,3.13E+11,2023-05-14,0,120,471.86
2023-05-15,Misc,3.14E+11,2023-05-15,0,500,971.86
2023-05-15,Food,3.5E+11,2023-05-15,65,0,906.86
2023-05-15,Food,3.5E+11,2023-05-15,50,0,856.86
2023-05-15,Food,3.5E+11,2023-05-15,65,0,791.86
2023-05-16,Food,3.14E+11,2023-05-16,54,0,737.86
2023-05-16,Misc,3.5E+11,2023-05-16,140,0,597.86
2023-05-16,Food,3.5E+11,2023-05-16,60,0,537.86
2023-05-16,Food,3.5E+11,2023-05-16,30,0,507.86
2023-05-16,Food,3.14E+11,2023-05-16,20,0,487.86
2023-05-16,Misc,3.5E+11,2023-05-16,101,0,386.86
2023-05-17,Food,3.5E+11,2023-05-17,75,0,311.86
2023-05-17,Food,3.14E+11,2023-05-17,60,0,251.86
2023-05-17,Food,3.5E+11,2023-05-17,54,0,197.86
2023-05-17,Misc,3.5E+11,2023-05-17,150,0,47.86
2023-05-17,Food,3.5E+11,2023-05-17,40,0,7.86
2023-05-18,Misc,3.5E+11,2023-05-18,0,170,177.86
2023-05-18,Food,3.5E+11,2023-05-18,80,0,97.86
2023-05-18,Misc,3.5E+11,2023-05-18,0,1000,1097.86
2023-05-18,Food,3.5E+11,2023-05-18,55,0,1042.86
2023-05-18,Food,3.5E+11,2023-05-18,44,0,998.86
2023-05-19,Food,3.14E+11,2023-05-19,50,0,948.86
2023-05-19,Misc,3.51E+11,2023-05-19,140,0,808.86
2023-05-19,Food,3.14E+11,2023-05-19,30,0,778.86
2023-05-19,Food,3.51E+11,2023-05-19,76,0,702.86
2023-05-20,Misc,3.51E+11,2023-05-20,500,0,202.86
2023-05-20,Food,3.51E+11,2023-05-20,33,0,169.86
2023-05-20,Food,3.14E+11,2023-05-20,58,0,111.86
2023-05-20,Food,3.14E+11,2023-05-20,95,0,16.86
2023-05-21,Misc,3.51E+11,2023-05-21,0,110,126.86
2023-05-22,Food,3.51E+11,2023-05-22,10,0,116.86
2023-05-23,Food,3.51E+11,2023-05-23,72,0,44.86
2023-05-23,Misc,3.14E+11,2023-05-23,0,300,344.86
2023-05-23,Food,3.14E+11,2023-05-23,90,0,254.86
2023-05-23,Food,3.51E+11,2023-05-23,30,0,224.86
2023-05-24,Food,3.51E+11,2023-05-24,30,0,194.86
2023-05-25,Salary,CHASU23143454301,2023-05-25,0,34800,34994.86
2023-05-25,Misc,3.15E+11,2023-05-25,1000,0,33994.86
2023-05-25,Misc,3.15E+11,2023-05-25,10000,0,23994.86
2023-05-25,Misc,3.51E+11,2023-05-25,270,0,23724.86
2023-05-25,Food,3.51E+11,2023-05-25,40,0,23684.86
2023-05-25,Food,3.51E+11,2023-05-25,72,0,23612.86
2023-05-25,Food,3.51E+11,2023-05-25,20,0,23592.86
2023-05-25,Food,3.51E+11,2023-05-25,363.9,0,23228.96
2023-05-25,Misc,3.51E+11,2023-05-25,10000,0,13228.96
2023-05-25,Food,3.51E+11,2023-05-25,40,0,13188.96
2023-05-26,Misc,3.15E+11,2023-05-26,0,10,13198.96
2023-05-26,Misc,3.15E+11,2023-05-26,239,0,12959.96
2023-05-26,Food,3.51E+11,2023-05-26,65,0,12894.96
2023-05-26,Food,3.15E+11,2023-05-26,50,0,12844.96
2023-05-26,Misc,3.51E+11,2023-05-26,2185,0,10659.96
2023-05-26,Misc,3.51E+11,2023-05-26,200,0,10459.96
2023-05-26,Misc,3.51E+11,2023-05-26,115,0,10344.96
2023-05-26,Misc,3.51E+11,2023-05-26,204,0,10140.96
2023-05-27,Food,3.15E+11,2023-05-27,10,0,10130.96
2023-05-27,Food,3.15E+11,2023-05-27,10,0,10120.96
2023-05-27,Misc,3.51E+11,2023-05-27,307,0,9813.96
2023-05-27,Misc,3.51E+11,2023-05-27,0,675,10488.96
2023-05-27,Misc,3.51E+11,2023-05-27,1500,0,8988.96
2023-05-27,Misc,3.51E+11,2023-05-27,180,0,8808.96
2023-05-27,Food,3.51E+11,2023-05-27,20,0,8788.96
2023-05-27,Misc,3.15E+11,2023-05-27,0,675,9463.96
2023-05-28,Shopping,3.51E+11,2023-05-28,197,0,9266.96
2023-05-28,Food,3.51E+11,2023-05-28,80,0,9186.96
2023-05-28,Food,3.51E+11,2023-05-28,100,0,9086.96
2023-05-28,Food,3.51E+11,2023-05-28,55,0,9031.96
2023-05-28,Misc,3.15E+11,2023-05-28,364,0,8667.96
