Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
2023-05-28,Shopping,3.15E+11,2023-05-28,186,0,8481.96
2023-05-28,Food,3.51E+11,2023-05-28,30,0,8451.96
2023-06-01,Shopping,3.15E+11,2023-06-01,0,186,8637.96
2023-06-02,Food,3.52E+11,2023-06-02,30,0,8607.96
2023-06-02,Misc,3.52E+11,2023-06-02,160,0,8447.96
2023-06-02,Food,3.52E+11,2023-06-02,90,0,8357.96
2023-06-03,Shopping,3.15E+11,2023-06-03,454,0,7903.96
2023-06-03,Food,3.15E+11,2023-06-03,30,0,7873.96
2023-06-03,Misc,3.52E+11,2023-06-03,170.01,0,7703.95
2023-06-03,Misc,3.52E+11,2023-06-03,105,0,7598.95
2023-06-03,Food,3.15E+11,2023-06-03,35,0,7563.95
2023-06-03,Food,3.15E+11,2023-06-03,20,0,7543.95
2023-06-03,Misc,3.15E+11,2023-06-03,0,130,7673.95
2023-06-03,Food,3.52E+11,2023-06-03,36,0,7637.95
2023-06-03,Misc,3.52E+11,2023-06-03,390,0,7247.95
2023-06-03,Food,3.52E+11,2023-06-03,50,0,7197.95
2023-06-04,Food,3.52E+11,2023-06-04,35,0,7162.95
2023-06-04,Misc,3.52E+11,2023-06-04,963,0,6199.95
2023-06-04,Misc,3.52E+11,2023-06-04,0,190,6389.95
2023-06-04,Food,3.16E+11,2023-06-04,65,0,6324.95
2023-06-04,Food,3.52E+11,2023-06-04,384.9,0,5940.05
2023-06-04,Food,3.52E+11,2023-06-04,20,0,5920.05
2023-06-05,Food,3.16E+11,2023-06-05,34,0,5886.05
2023-06-05,Food,3.52E+11,2023-06-05,65,0,5821.05
2023-06-05,Food,3.16E+11,2023-06-05,40,0,5781.05
2023-06-05,Misc,3.52E+11,2023-06-05,628,0,5153.05
2023-06-05,Misc,3.52E+11,2023-06-05,8,0,5145.05
2023-06-06,Food,3.52E+11,2023-06-06,30,0,5115.05
2023-06-06,Food,3.52E+11,2023-06-06,251.25,0,4863.8
2023-06-06,Food,3.52E+11,2023-06-06,20,0,4843.8
2023-06-06,Food,3.52E+11,2023-06-06,50,0,4793.8
2023-06-06,Food,3.52E+11,2023-06-06,14.25,0,4779.55
2023-06-06,Misc,3.16E+11,2023-06-06,150,0,4629.55
2023-06-06,Misc,3.52E+11,2023-06-06,515,0,4114.55
2023-06-06,Food,3.52E+11,2023-06-07,50,0,4064.55
2023-06-07,Food,3.52E+11,2023-06-07,80,0,3984.55
2023-06-07,Food,3.52E+11,2023-06-07,40,0,3944.55
2023-06-07,Food,3.16E+11,2023-06-07,40,0,3904.55
2023-06-07,Food,3.16E+11,2023-06-07,40,0,3864.55
2023-06-07,Misc,3.52E+11,2023-06-07,0,1600,5464.55
2023-06-07,Misc,3.52E+11,2023-06-07,130,0,5334.55
2023-06-08,Food,3.16E+11,2023-06-08,34,0,5300.55
2023-06-08,Misc,3.53E+11,2023-06-08,125,0,5175.55
2023-06-08,Misc,3.53E+11,2023-06-08,0,65,5240.55
2023-06-08,Food,3.16E+11,2023-06-08,10,0,5230.55
2023-06-08,Food,3.53E+11,2023-06-08,50,0,5180.55
2023-06-08,Food,3.16E+11,2023-06-08,50,0,5130.55
2023-06-08,Food,3.53E+11,2023-06-08,70,0,5060.55
2023-06-08,Food,3.53E+11,2023-06-08,40,0,5020.55
2023-06-09,Misc,3.16E+11,2023-06-09,0,72,5092.55
2023-06-09,Misc,3.53E+11,2023-06-09,137,0,4955.55
2023-06-09,Misc,3.53E+11,2023-06-09,0,171,5126.55
2023-06-09,Food,3.53E+11,2023-06-09,50,0,5076.55
2023-06-09,Food,3.16E+11,2023-06-09,60,0,5016.55
2023-06-09,Misc,3.53E+11,2023-06-09,0,8000,13016.55
2023-06-09,Misc,3.53E+11,2023-06-09,8000,0,5016.55
2023-06-09,Misc,3.53E+11,2023-06-09,125,0,4891.55
2023-06-10,Food,3.53E+11,2023-06-10,40,0,4851.55
2023-06-10,Food,3.53E+11,2023-06-10,70,0,4781.55
2023-06-10,Misc,3.16E+11,2023-06-10,150,0,4631.55
2023-06-10,Misc,3.53E+11,2023-06-10,344,0,4287.55
2023-06-10,Food,3.53E+11,2023-06-10,30,0,4257.55
2023-06-11,Misc,3.53E+11,2023-06-11,450,0,3807.55
2023-06-11,Misc,3.53E+11,2023-06-11,350,0,3457.55
2023-06-11,Misc,3.53E+11,2023-06-11,140,0,3317.55
2023-06-12,Food,3.53E+11,2023-06-12,44,0,3273.55
2023-06-12,Food,3.53E+11,2023-06-12,40,0,3233.55
2023-06-12,Misc,3.16E+11,2023-06-12,0,3000,6233.55
2023-06-12,Misc,3.16E+11,2023-06-12,3000,0,3233.55
2023-06-12,Food,3.16E+11,2023-06-12,34,0,3199.55
2023-06-12,Food,3.53E+11,2023-06-12,50,0,3149.55
2023-06-12,Food,3.53E+11,2023-06-12,25,0,3124.55
2023-06-12,Food,3.53E+11,2023-06-12,56,0,3068.55
2023-06-13,Food,3.53E+11,2023-06-13,55,0,3013.55
2023-06-13,Food,3.53E+11,2023-06-13,30,0,2983.55
2023-06-13,Food,3.53E+11,2023-06-13,50,0,2933.55
2023-06-13,Food,3.53E+11,2023-06-13,100,0,2833.55
2023-06-13,Food,3.16E+11,2023-06-13,20,0,2813.55
2023-06-13,Food,3.16E+11,2023-06-13,30,0,2783.55
2023-06-13,Misc,3.53E+11,2023-06-13,0,1000,3783.55
2023-06-13,Food,3.53E+11,2023-06-13,28,0,3755.55
2023-06-14,Food,3.17E+11,2023-06-14,40,0,3715.55
2023-06-14,Misc,3.53E+11,2023-06-14,1100,0,2615.55
2023-06-14,Misc,3.17E+11,2023-06-14,125,0,2490.55
2023-06-14,Food,3.17E+11,2023-06-14,100,0,2390.55
2023-06-14,Misc,3.53E+11,2023-06-14,385,0,2005.55
2023-06-14,Misc,3.17E+11,2023-06-14,750,0,1255.55
2023-06-15,Food,3.17E+11,2023-06-15,10,0,1245.55
2023-06-15,Misc,3.17E+11,2023-06-15,138,0,1107.55
2023-06-15,Food,3.17E+11,2023-06-15,10,0,1097.55
2023-06-16,Food,3.17E+11,2023-06-16,100,0,997.55
2023-06-16,Food,3.17E+11,2023-06-16,60,0,937.55
2023-06-16,Food,3.53E+11,2023-06-16,100,0,837.55
2023-06-17,Food,3.53E+11,2023-06-17,60,0,777.55
2023-06-17,Food,3.53E+11,2023-06-17,10,0,767.55
2023-06-18,Food,3.17E+11,2023-06-18,20,0,747.55
2023-06-18,Food,3.17E+11,2023-06-18,10,0,737.55
2023-06-18,Food,3.54E+11,2023-06-18,20,0,717.55
2023-06-18,Food,3.54E+11,2023-06-18,40,0,677.55
2023-06-18,Food,3.54E+11,2023-06-18,50,0,627.55
2023-06-19,Food,3.54E+11,2023-06-19,20,0,607.55
2023-06-19,Misc,3.17E+11,2023-06-19,0,400,1007.55
2023-06-19,Misc,3.54E+11,2023-06-19,327,0,680.55
2023-06-20,Food,3.54E+11,2023-06-20,25,0,655.55
2023-06-21,Food,3.54E+11,2023-06-21,20,0,635.55
2023-06-21,Food,3.54E+11,2023-06-21,55,0,580.55
2023-06-21,Food,3.54E+11,2023-06-21,40,0,540.55
2023-06-21,Food,3.54E+11,2023-06-21,10,0,530.55
2023-06-21,Food,3.54E+11,2023-06-21,20,0,510.55
2023-06-21,Misc,3.17E+11,2023-06-21,8.26,0,502.29
2023-06-23,Salary,CHASU23172917734,2023-06-23,0,34800,35302.29
2023-06-23,Misc,3.17E+11,2023-06-23,2000,0,33302.29
2023-06-23,Misc,3.54E+11,2023-06-23,3000,0,30302.29
2023-06-24,Misc,3.18E+11,2023-06-24,10000,0,20302.29
2023-06-24,Misc,3.18E+11,2023-06-24,1000,0,19302.29
2023-06-24,Food,3.18E+11,2023-06-24,100,0,19202.29
2023-06-24,Misc,3.18E+11,2023-06-24,409,0,18793.29
2023-06-24,Misc,3.18E+11,2023-06-24,200,0,18593.29
2023-06-24,Misc,3.18E+11,2023-06-24,424,0,18169.29
2023-06-25,Misc,3.54E+11,2023-06-25,600,0,17569.29
2023-06-25,Food,3.54E+11,2023-06-25,100,0,17469.29
2023-06-26,Misc,3.54E+11,2023-06-26,5000,0,12469.29
2023-06-26,Misc,3.18E+11,2023-06-26,528.44,0,11940.85
2023-06-26,Misc,3.18E+11,2023-06-26,0,1,11941.85
2023-06-27,Food,3.54E+11,2023-06-27,100,0,11841.85
2023-06-27,Misc,3.18E+11,2023-06-27,2100,0,9741.85
2023-06-27,Misc,3.54E+11,2023-06-27,119,0,9622.85
2023-06-28,Misc,3.18E+11,2023-06-28,500,0,9122.85
2023-06-28,Misc,3.55E+11,2023-06-28,7630,0,1492.85
2023-06-30,Misc,3.55E+11,2023-06-30,467,0,1025.85
2023-07-01,Misc,0,2023-06-30,0,34,1059.85
2023-07-01,Food,3.55E+11,2023-07-01,20,0,1039.85
2023-07-01,Food,3.18E+11,2023-07-01,20,0,1019.85
2023-07-01,Food,3.18E+11,2023-07-01,20,0,999.85
2023-07-02,Misc,3.18E+11,2023-07-01,0,10,1009.85
2023-07-04,Misc,3.55E+11,2023-07-04,125,0,884.85
2023-07-05,Food,3.55E+11,2023-07-05,40,0,844.85
2023-07-05,Food,3.19E+11,2023-07-05,50,0,794.85
2023-07-08,Misc,3.07E+11,2023-07-08,0,1.13,795.98
2023-07-08,Food,3.56E+11,2023-07-08,50,0,745.98
2023-07-08,Misc,3.56E+11,2023-07-08,0,7800,8545.98
2023-07-08,Misc,3.56E+11,2023-07-09,7800,0,745.98
2023-07-09,Shopping,3.19E+11,2023-07-09,184,0,561.98
2023-07-10,Misc,3.56E+11,2023-07-10,0,2500,3061.98
2023-07-10,Food,3.19E+11,2023-07-10,100,0,2961.98
2023-07-10,Misc,3.19E+11,2023-07-10,1100,0,1861.98
2023-07-10,Food,3.56E+11,2023-07-10,30,0,1831.98
2023-07-11,Food,3.19E+11,2023-07-11,20,0,1811.98
2023-07-11,Misc,3.19E+11,2023-07-11,170,0,1641.98
2023-07-11,Misc,3.19E+11,2023-07-11,140,0,1501.98
2023-07-11,Food,3.19E+11,2023-07-11,20,0,1481.98
2023-07-11,Food,3.19E+11,2023-07-11,20,0,1461.98
2023-07-12,Misc,3.07E+11,2023-07-12,0,125.96,1587.94
2023-07-12,Misc,3.56E+11,2023-07-12,125,0,1462.94
2023-07-12,Food,3.19E+11,2023-07-12,24,0,1438.94
2023-07-12,Food,3.19E+11,2023-07-12,10,0,1428.94
2023-07-12,Food,3.19E+11,2023-07-12,30,0,1398.94
2023-07-13,Food,3.19E+11,2023-07-13,60,0,1338.94
2023-07-13,Food,3.56E+11,2023-07-13,198.32,0,1140.62
2023-07-13,Food,3.19E+11,2023-07-13,50,0,1090.62
2023-07-13,Food,3.19E+11,2023-07-13,50,0,1040.62
2023-07-13,Food,3.19E+11,2023-07-13,20,0,1020.62
2023-07-13,Food,3.19E+11,2023-07-13,10,0,1010.62
2023-07-14,Misc,3.2E+11,2023-07-14,5,0,1005.62
2023-07-14,Misc,3.2E+11,2023-07-14,270,0,735.62
2023-07-14,Food,3.2E+11,2023-07-14,70,0,665.62
2023-07-14,Food,3.2E+11,2023-07-14,10,0,655.62
2023-07-14,Food,3.2E+11,2023-07-14,40,0,615.62
2023-07-14,Food,3.2E+11,2023-07-14,71,0,544.62
2023-07-15,Food,3.2E+11,2023-07-15,40,0,504.62
2023-07-15,Food,3.2E+11,2023-07-15,40,0,464.62
2023-07-15,Misc,3.2E+11,2023-07-15,345,0,119.62
2023-07-16,Food,3.2E+11,2023-07-16,20,0,99.62
2023-07-16,Food,3.2E+11,2023-07-16,40,0,59.62
2023-07-16,Food,3.2E+11,2023-07-16,20,0,39.62
2023-07-17,Food,3.2E+11,2023-07-17,30,0,9.62
2023-07-19,Misc,3.57E+11,2023-07-19,0,1000,1009.62
2023-07-20,Food,3.2E+11,2023-07-20,100,0,909.62
2023-07-20,Food,3.2E+11,2023-07-20,30,0,879.62
2023-07-20,Food,3.2E+11,2023-07-20,70,0,809.62
2023-07-20,Food,3.2E+11,2023-07-20,50,0,759.62
2023-07-20,Food,3.2E+11,2023-07-20,40,0,719.62
2023-07-20,Misc,3.2E+11,2023-07-20,207,0,512.62
2023-07-21,Food,3.2E+11,2023-07-21,92,0,420.62
2023-07-21,Misc,3.2E+11,2023-07-21,250,0,170.62
2023-07-21,Misc,3.2E+11,2023-07-21,0,1000,1170.62
2023-07-21,Food,3.2E+11,2023-07-21,58,0,1112.62
2023-07-21,Misc,3.2E+11,2023-07-21,220,0,892.62
2023-07-21,Food,3.2E+11,2023-07-21,50,0,842.62
2023-07-22,Food,3.2E+11,2023-07-22,100,0,742.62
2023-07-22,Food,3.2E+11,2023-07-22,41,0,701.62
2023-07-22,Food,3.2E+11,2023-07-22,41,0,660.62
2023-07-22,Food,3.2E+11,2023-07-22,50,0,610.62
2023-07-22,Food,3.2E+11,2023-07-22,90,0,520.62
2023-07-22,Food,3.2E+11,2023-07-22,40,0,480.62
2023-07-22,Food,3.2E+11,2023-07-22,10,0,470.62
2023-07-22,Food,3.2E+11,2023-07-22,30,0,440.62
2023-07-23,Misc,3.57E+11,2023-07-23,0,500,940.62
2023-07-23,Food,3.2E+11,2023-07-23,10,0,930.62
2023-07-23,Misc,3.2E+11,2023-07-23,160,0,770.62
2023-07-23,Food,3.2E+11,2023-07-23,30,0,740.62
2023-07-23,Food,3.2E+11,2023-07-23,30,0,710.62
2023-07-23,Misc,3.2E+11,2023-07-23,180,0,530.62
2023-07-23,Food,3.2E+11,2023-07-23,51,0,479.62
2023-07-23,Food,3.2E+11,2023-07-23,10,0,469.62
2023-07-24,Food,3.21E+11,2023-07-24,20,0,449.62
2023-07-24,Food,3.21E+11,2023-07-24,20,0,429.62
2023-07-24,Misc,3.21E+11,2023-07-24,170,0,259.62
2023-07-24,Food,3.21E+11,2023-07-24,50,0,209.62
2023-07-24,Food,3.21E+11,2023-07-24,50,0,159.62
2023-07-25,Salary,CHASV23202393703,2023-07-25,0,34800,34959.62
2023-07-25,Shopping,3.21E+11,2023-07-25,2553,0,32406.62
2023-07-25,Misc,3.21E+11,2023-07-25,10000,0,22406.62
2023-07-25,Food,3.57E+11,2023-07-25,50,0,22356.62
2023-07-25,Misc,3.21E+11,2023-07-25,1001,0,21355.62
2023-07-25,Misc,3.21E+11,2023-07-25,130,0,21225.62
2023-07-25,Food,3.21E+11,2023-07-25,60,0,21165.62
2023-07-25,Misc,3.21E+11,2023-07-25,7500,0,13665.62
2023-07-25,Food,3.21E+11,2023-07-25,70,0,13595.62
2023-07-25,Misc,3.21E+11,2023-07-25,350,0,13245.62
2023-07-25,Food,3.21E+11,2023-07-25,30,0,13215.62
2023-07-25,Shopping,3.57E+11,2023-07-26,259,0,12956.62
2023-07-26,Shopping,3.21E+11,2023-07-26,0,259,13215.62
2023-07-26,Shopping,3.21E+11,2023-07-26,249,0,12966.62
2023-07-26,Misc,3.21E+11,2023-07-26,1000,0,11966.62
2023-07-26,Food,3.21E+11,2023-07-26,40,0,11926.62
2023-07-26,Misc,3.21E+11,2023-07-26,1500,0,10426.62
2023-07-26,Misc,3.21E+11,2023-07-26,150,0,10276.62
2023-07-26,Food,3.21E+11,2023-07-26,60,0,10216.62
2023-07-26,Misc,3.21E+11,2023-07-26,480,0,9736.62
2023-07-26,Food,3.21E+11,2023-07-26,40,0,9696.62
2023-07-26,Misc,3.21E+11,2023-07-26,200,0,9496.62
2023-07-27,Misc,3.21E+11,2023-07-27,108,0,9388.62
2023-07-27,Food,3.21E+11,2023-07-27,100,0,9288.62
2023-07-27,Misc,3.21E+11,2023-07-27,175,0,9113.62
2023-07-27,Misc,3.21E+11,2023-07-27,150,0,8963.62
2023-07-27,Food,3.21E+11,2023-07-27,20,0,8943.62
2023-07-27,Food,3.21E+11,2023-07-27,30,0,8913.62
2023-07-27,Misc,3.21E+11,2023-07-27,5,0,8908.62
2023-07-27,Shopping,3.57E+11,2023-07-27,199,0,8709.62
2023-07-27,Food,3.21E+11,2023-07-27,75,0,8634.62
2023-07-27,Food,3.21E+11,2023-07-27,20,0,8614.62
2023-07-28,Food,3.58E+11,2023-07-28,30,0,8584.62
2023-07-28,Food,3.21E+11,2023-07-28,23,0,8561.62
2023-07-28,Food,3.21E+11,2023-07-28,10,0,8551.62
2023-07-28,Food,3.21E+11,2023-07-28,60,0,8491.62
2023-07-29,Food,3.21E+11,2023-07-29,50,0,8441.62
2023-07-29,Food,3.21E+11,2023-07-29,40,0,8401.62
2023-07-29,Misc,3.21E+11,2023-07-29,160,0,8241.62
2023-07-29,Misc,3.21E+11,2023-07-29,320,0,7921.62
2023-07-30,Food,3.21E+11,2023-07-30,50,0,7871.62
2023-07-30,Misc,3.21E+11,2023-07-30,170,0,7701.62
2023-07-30,Food,3.21E+11,2023-07-30,20,0,7681.62
2023-07-30,Food,3.21E+11,2023-07-30,30,0,7651.62
2023-07-30,Food,3.21E+11,2023-07-30,20,0,7631.62
2023-07-31,Misc,3.21E+11,2023-07-31,110,0,7521.62
2023-08-01,Misc,MIR2421393691857,2023-08-01,236,0,7285.62
2023-08-01,Food,3.21E+11,2023-08-01,15,0,7270.62
2023-08-01,Food,3.21E+11,2023-08-01,30,0,7240.62
2023-08-02,Misc,3.21E+11,2023-08-02,0,2000,9240.62
2023-08-02,Rent,3.21E+11,2023-08-02,7459,0,1781.62
2023-08-02,Misc,3.21E+11,2023-08-02,243,0,1538.62
2023-08-02,Misc,3.21E+11,2023-08-02,999,0,539.62
2023-08-02,Food,3.21E+11,2023-08-02,10,0,529.62
2023-08-02,Food,3.21E+11,2023-08-02,90,0,439.62
2023-08-02,Food,3.21E+11,2023-08-02,24,0,415.62
2023-08-02,Misc,3.21E+11,2023-08-02,6,0,409.62
2023-08-02,Misc,3.21E+11,2023-08-02,140,0,269.62
2023-08-02,Food,3.21E+11,2023-08-02,30,0,239.62
2023-08-03,Food,3.58E+11,2023-08-03,55,0,184.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,144.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,104.62
2023-08-03,Food,3.22E+11,2023-08-03,40,0,64.62
2023-08-04,Food,3.22E+11,2023-08-04,20,0,44.62
2023-08-05,Misc,3.58E+11,2023-08-05,0,13000,13044.62
2023-08-05,Misc,3.22E+11,2023-08-05,13000,0,44.62
2023-08-11,Misc,3.22E+11,2023-08-11,0,1000,1044.62
2023-08-11,Food,3.22E+11,2023-08-11,85,0,959.62
2023-08-11,Food,3.22E+11,2023-08-11,30,0,929.62
2023-08-11,Food,3.22E+11,2023-08-11,50,0,879.62
2023-08-11,Misc,3.22E+11,2023-08-11,179,0,700.62
2023-08-11,Food,3.59E+11,2023-08-11,10,0,690.62
2023-08-11,Food,3.59E+11,2023-08-11,60,0,630.62
2023-08-12,Misc,3.22E+11,2023-08-12,393,0,237.62
2023-08-12,Food,3.22E+11,2023-08-12,30,0,207.62
2023-08-12,Food,3.22E+11,2023-08-12,66,0,141.62
2023-08-13,Misc,3.23E+11,2023-08-13,0,2000,2141.62
2023-08-13,Food,3.23E+11,2023-08-13,80,0,2061.62
2023-08-13,Food,3.23E+11,2023-08-13,50,0,2011.62
2023-08-13,Misc,3.23E+11,2023-08-13,130,0,1881.62
2023-08-13,Misc,3.23E+11,2023-08-13,189,0,1692.62
2023-08-13,Food,3.23E+11,2023-08-13,30,0,1662.62
2023-08-13,Misc,3.23E+11,2023-08-13,500,0,1162.62
2023-08-13,Food,3.23E+11,2023-08-14,10,0,1152.62
2023-08-14,Food,3.23E+11,2023-08-14,99,0,1053.62
2023-08-14,Food,3.23E+11,2023-08-14,50,0,1003.62
2023-08-14,Food,3.23E+11,2023-08-14,50,0,953.62
2023-08-14,Misc,3.23E+11,2023-08-14,358,0,595.62
2023-08-14,Food,3.23E+11,2023-08-14,30,0,565.62
2023-08-15,Food,3.23E+11,2023-08-15,20,0,545.62
2023-08-15,Food,3.23E+11,2023-08-15,40,0,505.62
2023-08-15,Food,3.23E+11,2023-08-15,30,0,475.62
2023-08-15,Misc,3.23E+11,2023-08-15,0,25,500.62
2023-08-16,Food,3.23E+11,2023-08-16,60,0,440.62
2023-08-16,Food,3.23E+11,2023-08-16,10,0,430.62
2023-08-16,Food,3.23E+11,2023-08-16,40,0,390.62
2023-08-16,Food,3.23E+11,2023-08-16,42,0,348.62
2023-08-16,Misc,3.23E+11,2023-08-16,230,0,118.62
2023-08-16,Food,3.23E+11,2023-08-16,40,0,78.62
2023-08-17,Food,3.23E+11,2023-08-17,50,0,28.62
2023-08-17,Misc,3.23E+11,2023-08-17,0,1500,1528.62
2023-08-17,Misc,3.23E+11,2023-08-17,1000,0,528.62
2023-08-17,Food,3.23E+11,2023-08-17,50,0,478.62
2023-08-17,Food,3.6E+11,2023-08-17,161.55,0,317.07
2023-08-18,Food,3.23E+11,2023-08-18,60,0,257.07
2023-08-18,Food,3.23E+11,2023-08-18,40,0,217.07
2023-08-18,Food,3.6E+11,2023-08-18,67.2,0,149.87
2023-08-18,Food,3.23E+11,2023-08-18,20,0,129.87
2023-08-18,Misc,3.23E+11,2023-08-18,0,1000,1129.87
2023-08-18,Food,3.23E+11,2023-08-18,86,0,1043.87
2023-08-18,Misc,3.6E+11,2023-08-18,276,0,767.87
2023-08-18,Food,3.23E+11,2023-08-18,50,0,717.87
2023-08-19,Misc,3.23E+11,2023-08-19,390,0,327.87
2023-08-19,Food,3.23E+11,2023-08-19,40,0,287.87
2023-08-19,Misc,3.23E+11,2023-08-19,0,1000,1287.87
2023-08-19,Food,3.23E+11,2023-08-19,50,0,1237.87
2023-08-19,Food,3.23E+11,2023-08-19,40,0,1197.87
2023-08-20,Food,3.23E+11,2023-08-20,20,0,1177.87
2023-08-20,Food,3.23E+11,2023-08-20,30,0,1147.87
2023-08-20,Food,3.23E+11,2023-08-20,60,0,1087.87
2023-08-20,Food,3.23E+11,2023-08-20,60,0,1027.87
2023-08-20,Misc,3.23E+11,2023-08-20,5,0,1022.87
2023-08-20,Food,3.6E+11,2023-08-20,174.95,0,847.92
2023-08-20,Food,3.23E+11,2023-08-20,40,0,807.92
2023-08-20,Misc,3.23E+11,2023-08-20,400,0,407.92
2023-08-20,Food,3.23E+11,2023-08-21,20,0,387.92
2023-08-21,Misc,3.23E+11,2023-08-21,160,0,227.92
2023-08-21,Food,3.23E+11,2023-08-21,50,0,177.92
2023-08-21,Food,3.23E+11,2023-08-21,22,0,155.92
2023-08-21,Food,3.6E+11,2023-08-21,75,0,80.92
2023-08-21,Food,3.23E+11,2023-08-21,40,0,40.92
2023-08-22,Misc,3.23E+11,2023-08-22,0,1000,1040.92
2023-08-22,Food,3.6E+11,2023-08-22,70,0,970.92
2023-08-22,Misc,3.23E+11,2023-08-22,0,70,1040.92
2023-08-22,Food,3.6E+11,2023-08-22,55,0,985.92
2023-08-22,Food,3.23E+11,2023-08-22,50,0,935.92
2023-08-22,Food,3.23E+11,2023-08-22,10,0,925.92
2023-08-22,Food,3.23E+11,2023-08-22,38,0,887.92
2023-08-22,Food,3.23E+11,2023-08-22,20,0,867.92
2023-08-23,Food,3.6E+11,2023-08-23,28,0,839.92
2023-08-23,Food,3.24E+11,2023-08-23,23,0,816.92
2023-08-23,Food,3.24E+11,2023-08-23,30,0,786.92
2023-08-23,Food,3.24E+11,2023-08-23,50,0,736.92
2023-08-23,Food,3.24E+11,2023-08-23,30,0,706.92
2023-08-23,Misc,3.24E+11,2023-08-23,200,0,506.92
2023-08-24,Food,3.24E+11,2023-08-24,201,0,305.92
2023-08-24,Food,3.24E+11,2023-08-24,100,0,205.92
2023-08-24,Food,3.24E+11,2023-08-24,50,0,155.92
2023-08-24,Food,3.24E+11,2023-08-24,59,0,96.92
2023-08-24,Food,3.24E+11,2023-08-24,50,0,46.92
2023-08-25,Salary,CHASV23235906561,2023-08-25,0,34800,34846.92
2023-08-25,Misc,3.6E+11,2023-08-25,5000,0,29846.92
2023-08-25,Misc,3.6E+11,2023-08-25,8000,0,21846.92
2023-08-25,Misc,3.6E+11,2023-08-25,1000,0,20846.92
2023-08-25,Misc,3.6E+11,2023-08-25,1000,0,19846.92
2023-08-25,Food,3.24E+11,2023-08-25,34,0,19812.92
2023-08-25,Misc,3.24E+11,2023-08-25,1000,0,18812.92
2023-08-25,Misc,3.24E+11,2023-08-25,380,0,18432.92
2023-08-25,Misc,3.6E+11,2023-08-25,0,140,18572.92
2023-08-25,Food,3.24E+11,2023-08-25,100,0,18472.92
2023-08-25,Misc,3.24E+11,2023-08-25,1720,0,16752.92
2023-08-25,Misc,3.24E+11,2023-08-25,200,0,16552.92
2023-08-25,Misc,3.24E+11,2023-08-25,188,0,16364.92
2023-08-25,Food,3.24E+11,2023-08-25,40,0,16324.92
2023-08-25,Food,3.24E+11,2023-08-25,70,0,16254.92
2023-08-25,Misc,3.6E+11,2023-08-25,0,15,16269.92
2023-08-25,Food,3.24E+11,2023-08-25,50,0,16219.92
2023-08-26,Misc,3.24E+11,2023-08-26,120,0,16099.92
2023-08-26,Food,3.24E+11,2023-08-26,30,0,16069.92
2023-08-26,Misc,3.24E+11,2023-08-26,430,0,15639.92
2023-08-26,Misc,3.6E+11,2023-08-26,0,70,15709.92
2023-08-26,Misc,3.24E+11,2023-08-26,112,0,15597.92
2023-08-26,Misc,3.6E+11,2023-08-26,0,10,15607.92
2023-08-26,Misc,3.24E+11,2023-08-26,118,0,15489.92
2023-08-26,Food,3.24E+11,2023-08-26,10,0,15479.92
2023-08-26,Misc,3.24E+11,2023-08-26,1000,0,14479.92
2023-08-26,Food,3.6E+11,2023-08-26,188.2,0,14291.72
2023-08-26,Food,3.6E+11,2023-08-26,40,0,14251.72
2023-08-27,Misc,3.24E+11,2023-08-27,199,0,14052.72
2023-08-27,Food,3.24E+11,2023-08-27,30,0,14022.72
2023-08-27,Food,3.24E+11,2023-08-27,58,0,13964.72
2023-08-27,Misc,3.61E+11,2023-08-27,0,12,13976.72
2023-08-27,Food,3.24E+11,2023-08-27,100,0,13876.72
2023-08-27,Food,3.24E+11,2023-08-27,50,0,13826.72
2023-08-28,Food,3.24E+11,2023-08-28,203.66,0,13623.06
2023-08-28,Misc,3.61E+11,2023-08-28,105,0,13518.06
2023-08-28,Food,3.24E+11,2023-08-29,40,0,13478.06
2023-08-29,Misc,3.24E+11,2023-08-29,5,0,13473.06
2023-08-29,Food,3.61E+11,2023-08-29,23,0,13450.06
2023-08-29,Food,3.24E+11,2023-08-29,30,0,13420.06
2023-08-29,Food,3.24E+11,2023-08-29,43,0,13377.06
2023-08-29,Food,3.24E+11,2023-08-29,10,0,13367.06
2023-08-29,Food,3.61E+11,2023-08-29,185.2,0,13181.86
2023-08-30,Misc,3.61E+11,2023-08-30,110,0,13071.86
2023-08-30,Misc,3.24E+11,2023-08-30,0,55,13126.86
2023-08-30,Food,3.24E+11,2023-08-30,40,0,13086.86
2023-08-30,Food,3.61E+11,2023-08-30,100,0,12986.86
2023-08-30,Food,3.24E+11,2023-08-30,40,0,12946.86
2023-08-31,Food,3.24E+11,2023-08-31,30,0,12916.86
2023-08-31,Food,3.61E+11,2023-08-31,100,0,12816.86
2023-08-31,Food,3.24E+11,2023-08-31,30,0,12786.86
2023-08-31,Misc,3.24E+11,2023-08-31,0,20000,32786.86
2023-08-31,Misc,3.24E+11,2023-08-31,20000,0,12786.86
2023-08-31,Misc,3.24E+11,2023-08-31,440,0,12346.86
2023-09-01,Rent,3.24E+11,2023-09-01,7310,0,5036.86
2023-09-01,Misc,3.24E+11,2023-09-01,110,0,4926.86
2023-09-01,Food,3.24E+11,2023-09-01,20,0,4906.86
2023-09-01,Food,3.24E+11,2023-09-01,30,0,4876.86
2023-09-01,Misc,3.24E+11,2023-09-01,447,0,4429.86
